Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round,EventName,Time_Seconds
-1 days +23:54:37.450000,17.5,50.3,973.0,False,28.1,297,2.6,10,Belgian Grand Prix,-322.55
-1 days +23:55:37.448000,17.4,50.9,972.9,False,28.1,309,2.6,10,Belgian Grand Prix,-262.552
-1 days +23:56:37.457000,17.4,50.3,972.9,False,27.9,326,0.4,10,Belgian Grand Prix,-202.543
-1 days +23:57:37.466000,17.3,51.5,972.9,False,28.1,309,1.9,10,Belgian Grand Prix,-142.534
-1 days +23:58:37.464000,16.8,51.5,972.9,False,28.1,309,1.9,10,Belgian Grand Prix,-82.536
-1 days +23:59:37.498000,17.2,52.8,973.0,False,28.6,314,1.9,10,Belgian Grand Prix,-22.502
0 days 00:00:37.485000,17.6,53.0,973.0,False,29.1,319,3.9,10,Belgian Grand Prix,37.485
0 days 00:01:37.487000,17.3,52.0,972.9,False,29.4,333,0.5,10,Belgian Grand Prix,97.487
0 days 00:02:37.487000,17.1,53.1,972.9,False,28.9,317,3.4,10,Belgian Grand Prix,157.487
0 days 00:03:37.486000,17.0,52.6,973.0,False,29.1,313,3.0,10,Belgian Grand Prix,217.486
0 days 00:04:37.494000,17.1,53.6,973.0,False,34.4,318,1.8,10,Belgian Grand Prix,277.494
0 days 00:05:37.490000,17.0,53.7,973.0,False,29.1,319,2.5,10,Belgian Grand Prix,337.49
0 days 00:06:37.496000,17.0,53.0,973.1,False,29.0,306,2.3,10,Belgian Grand Prix,397.496
0 days 00:07:37.495000,17.0,52.6,972.9,False,28.8,295,3.1,10,Belgian Grand Prix,457.495
0 days 00:08:37.489000,17.1,52.3,973.0,False,28.1,326,3.3,10,Belgian Grand Prix,517.489
0 days 00:09:37.493000,17.0,52.7,973.1,False,28.6,321,2.0,10,Belgian Grand Prix,577.493
0 days 00:10:37.492000,17.0,53.5,973.0,False,28.3,314,1.7,10,Belgian Grand Prix,637.492
0 days 00:11:37.481000,17.0,53.7,973.1,False,28.4,316,3.1,10,Belgian Grand Prix,697.481
0 days 00:12:37.494000,17.0,52.9,973.1,False,28.4,313,2.4,10,Belgian Grand Prix,757.494
0 days 00:13:37.498000,17.0,53.7,973.0,False,28.7,329,2.4,10,Belgian Grand Prix,817.498
0 days 00:14:37.502000,17.0,53.2,973.0,False,28.4,303,3.0,10,Belgian Grand Prix,877.502
0 days 00:15:37.504000,17.0,52.9,973.1,False,28.7,325,1.3,10,Belgian Grand Prix,937.504
0 days 00:16:37.515000,17.1,53.3,973.0,False,28.4,301,2.5,10,Belgian Grand Prix,997.515
0 days 00:17:37.483000,17.2,53.1,973.1,False,28.5,307,0.8,10,Belgian Grand Prix,1057.483
0 days 00:18:37.513000,17.2,52.5,973.0,False,28.4,317,3.0,10,Belgian Grand Prix,1117.513
0 days 00:19:37.506000,17.3,52.7,973.0,False,28.5,323,1.9,10,Belgian Grand Prix,1177.506
0 days 00:20:37.524000,17.2,52.9,973.0,False,28.0,327,3.3,10,Belgian Grand Prix,1237.524
0 days 00:21:37.508000,17.2,53.2,973.0,False,28.1,308,2.1,10,Belgian Grand Prix,1297.508
0 days 00:22:37.519000,17.2,53.7,973.0,False,28.2,327,2.0,10,Belgian Grand Prix,1357.519
0 days 00:23:37.502000,17.2,53.5,973.0,False,28.6,324,2.3,10,Belgian Grand Prix,1417.502
0 days 00:24:37.531000,17.2,53.8,973.0,False,28.8,302,2.0,10,Belgian Grand Prix,1477.531
0 days 00:25:37.528000,17.3,53.9,973.0,False,29.5,292,1.6,10,Belgian Grand Prix,1537.528
0 days 00:26:37.536000,17.3,53.7,973.1,False,29.5,336,0.4,10,Belgian Grand Prix,1597.536
0 days 00:27:37.548000,17.4,53.3,973.0,False,29.5,353,1.8,10,Belgian Grand Prix,1657.548
0 days 00:28:37.548000,17.4,52.2,973.0,False,29.0,298,1.4,10,Belgian Grand Prix,1717.548
0 days 00:29:37.556000,17.5,52.4,973.0,False,29.0,316,1.7,10,Belgian Grand Prix,1777.556
0 days 00:30:37.539000,17.5,52.3,973.0,False,29.2,315,0.7,10,Belgian Grand Prix,1837.539
0 days 00:31:37.551000,17.6,52.6,972.9,False,28.9,305,2.0,10,Belgian Grand Prix,1897.551
0 days 00:32:37.559000,17.6,52.1,973.0,False,28.9,315,1.4,10,Belgian Grand Prix,1957.559
0 days 00:33:37.562000,17.6,52.1,972.9,False,29.1,319,1.4,10,Belgian Grand Prix,2017.562
0 days 00:34:37.552000,17.5,52.9,972.9,False,28.9,342,2.3,10,Belgian Grand Prix,2077.552
0 days 00:35:37.560000,17.5,53.5,973.0,False,29.0,325,0.5,10,Belgian Grand Prix,2137.56
0 days 00:36:37.547000,17.5,54.2,973.0,False,28.8,302,0.7,10,Belgian Grand Prix,2197.547
0 days 00:37:37.566000,17.4,53.7,972.9,False,29.7,0,0.0,10,Belgian Grand Prix,2257.566
0 days 00:38:37.537000,17.5,53.5,972.9,False,31.3,317,2.1,10,Belgian Grand Prix,2317.537
0 days 00:39:37.558000,17.5,53.1,972.9,False,31.4,299,0.8,10,Belgian Grand Prix,2377.558
0 days 00:40:37.547000,17.7,54.0,972.9,False,30.0,291,2.5,10,Belgian Grand Prix,2437.547
0 days 00:41:37.546000,17.8,52.3,972.9,False,30.9,329,4.0,10,Belgian Grand Prix,2497.546
0 days 00:42:37.586000,18.0,52.3,972.9,False,30.7,303,1.9,10,Belgian Grand Prix,2557.586
0 days 00:43:37.566000,18.0,52.4,972.8,False,30.5,299,0.9,10,Belgian Grand Prix,2617.566
0 days 00:44:37.554000,18.2,51.3,972.9,False,30.9,298,1.7,10,Belgian Grand Prix,2677.554
0 days 00:45:37.574000,18.2,50.0,972.8,False,31.3,301,3.3,10,Belgian Grand Prix,2737.574
0 days 00:46:37.562000,18.1,50.3,972.7,False,32.3,313,1.6,10,Belgian Grand Prix,2797.562
0 days 00:47:37.570000,18.0,50.1,972.8,False,32.2,317,0.4,10,Belgian Grand Prix,2857.57
0 days 00:48:37.566000,18.0,50.7,972.8,False,32.2,295,2.3,10,Belgian Grand Prix,2917.566
0 days 00:49:37.550000,18.0,48.9,972.7,False,32.5,311,1.4,10,Belgian Grand Prix,2977.55
0 days 00:50:37.578000,18.1,48.0,972.6,False,32.5,298,2.2,10,Belgian Grand Prix,3037.578
0 days 00:51:37.574000,18.3,47.7,972.8,False,32.3,321,1.4,10,Belgian Grand Prix,3097.574
0 days 00:52:37.576000,18.5,47.4,972.7,False,32.7,338,1.2,10,Belgian Grand Prix,3157.576
0 days 00:53:37.568000,18.4,47.0,972.6,False,32.5,254,1.2,10,Belgian Grand Prix,3217.568
0 days 00:54:37.561000,18.4,47.8,972.6,False,31.9,300,2.5,10,Belgian Grand Prix,3277.561
0 days 00:55:37.547000,18.5,47.1,972.7,False,31.7,280,2.0,10,Belgian Grand Prix,3337.547
0 days 00:56:37.573000,18.6,45.2,972.6,False,32.2,220,0.7,10,Belgian Grand Prix,3397.573
0 days 00:57:37.564000,18.6,45.0,972.6,False,32.2,312,2.1,10,Belgian Grand Prix,3457.564
0 days 00:58:37.560000,18.7,43.5,972.5,False,32.5,259,0.7,10,Belgian Grand Prix,3517.56
0 days 00:59:37.561000,18.8,43.4,972.5,False,32.5,265,1.5,10,Belgian Grand Prix,3577.561
0 days 01:00:37.546000,18.9,43.7,972.6,False,33.3,350,1.3,10,Belgian Grand Prix,3637.546
0 days 01:01:37.581000,19.0,43.3,972.6,False,32.2,290,3.1,10,Belgian Grand Prix,3697.581
0 days 01:02:37.554000,19.0,40.7,972.5,False,33.1,299,0.8,10,Belgian Grand Prix,3757.554
0 days 01:03:37.596000,19.0,41.0,972.7,False,32.9,298,2.9,10,Belgian Grand Prix,3817.596
0 days 01:04:37.585000,19.0,40.6,972.6,False,32.5,302,2.3,10,Belgian Grand Prix,3877.585
0 days 01:05:37.577000,19.0,37.8,972.6,False,33.5,307,3.7,10,Belgian Grand Prix,3937.577
0 days 01:06:37.579000,19.1,40.8,972.6,False,32.0,278,2.1,10,Belgian Grand Prix,3997.579
0 days 01:07:37.582000,19.1,39.4,972.5,False,32.1,311,2.0,10,Belgian Grand Prix,4057.582
0 days 01:08:37.567000,19.1,40.8,972.6,False,33.0,312,1.4,10,Belgian Grand Prix,4117.567
0 days 01:09:37.582999999,19.2,41.5,972.7,False,33.4,322,2.4,10,Belgian Grand Prix,4177.582999999
0 days 01:10:37.577000,19.3,41.5,972.7,False,32.9,303,1.3,10,Belgian Grand Prix,4237.577
0 days 01:11:37.589000,19.3,42.2,972.7,False,32.1,284,3.9,10,Belgian Grand Prix,4297.589
0 days 01:12:37.587999999,19.2,43.1,972.7,False,33.3,319,1.8,10,Belgian Grand Prix,4357.587999999
0 days 01:13:37.586000,19.2,44.0,972.7,False,33.3,307,2.2,10,Belgian Grand Prix,4417.586
0 days 01:14:37.582000,19.3,43.7,972.6,False,33.6,47,0.5,10,Belgian Grand Prix,4477.582
0 days 01:15:37.578000,19.3,44.5,972.6,False,33.7,318,3.0,10,Belgian Grand Prix,4537.578
0 days 01:16:37.571000,19.2,43.7,972.6,False,33.3,353,1.4,10,Belgian Grand Prix,4597.571
0 days 01:17:37.591000,19.1,45.0,972.7,False,33.6,328,1.8,10,Belgian Grand Prix,4657.591
0 days 01:18:37.638000,19.1,44.0,972.7,False,32.9,0,0.0,10,Belgian Grand Prix,4717.638
0 days 01:19:37.591000,19.1,45.0,972.5,False,33.8,349,1.9,10,Belgian Grand Prix,4777.591
0 days 01:20:37.583000,19.0,44.8,972.5,False,34.0,334,1.9,10,Belgian Grand Prix,4837.583
0 days 01:21:37.600000,19.0,43.6,972.5,False,33.5,225,0.6,10,Belgian Grand Prix,4897.6
0 days 01:22:37.636000,19.0,43.3,972.5,False,32.6,0,0.0,10,Belgian Grand Prix,4957.636
0 days 01:23:37.596000,19.1,42.0,972.6,False,31.9,302,2.8,10,Belgian Grand Prix,5017.596
0 days 01:24:37.620000,19.1,40.9,972.6,False,30.9,307,3.7,10,Belgian Grand Prix,5077.62
0 days 01:25:37.596000,19.0,40.9,972.5,False,30.6,332,2.4,10,Belgian Grand Prix,5137.596
0 days 01:26:37.614000,18.9,41.5,972.6,False,29.9,297,2.9,10,Belgian Grand Prix,5197.614
0 days 01:27:37.595000,18.9,41.4,972.7,False,30.2,328,0.5,10,Belgian Grand Prix,5257.595
0 days 01:28:37.613000,18.8,41.6,972.5,False,30.7,321,2.1,10,Belgian Grand Prix,5317.613
0 days 01:29:37.603000,18.7,41.0,972.6,False,30.1,340,1.2,10,Belgian Grand Prix,5377.603
0 days 01:30:37.614000,18.8,41.2,972.7,False,30.1,0,0.0,10,Belgian Grand Prix,5437.614
0 days 01:31:37.606000,18.8,41.9,972.6,False,30.1,327,2.9,10,Belgian Grand Prix,5497.606
0 days 01:32:37.615000,18.8,40.7,972.6,False,30.1,333,3.1,10,Belgian Grand Prix,5557.615
0 days 01:33:37.613000,18.8,41.0,972.7,False,29.4,324,2.5,10,Belgian Grand Prix,5617.613
-1 days +23:09:41.419000,30.0,25.6,980.6,False,51.3,145,1.9,11,Hungarian Grand Prix,-3018.581
-1 days +23:10:41.416000,30.0,25.5,980.5,False,51.1,156,2.7,11,Hungarian Grand Prix,-2958.584
-1 days +23:11:41.415000,29.8,25.9,980.5,False,50.6,126,2.3,11,Hungarian Grand Prix,-2898.585
-1 days +23:12:41.419000,29.7,26.2,980.5,False,49.7,79,2.1,11,Hungarian Grand Prix,-2838.581
-1 days +23:13:41.432000,29.8,25.8,980.5,False,48.6,149,3.1,11,Hungarian Grand Prix,-2778.568
-1 days +23:14:41.442000,29.7,26.1,980.5,False,50.3,116,1.1,11,Hungarian Grand Prix,-2718.558
-1 days +23:15:41.450000,29.6,26.1,980.5,False,50.7,118,1.4,11,Hungarian Grand Prix,-2658.55
-1 days +23:16:41.456000,29.7,25.6,980.5,False,50.4,110,3.2,11,Hungarian Grand Prix,-2598.544
-1 days +23:17:41.463000,29.7,25.8,980.5,False,52.3,161,3.9,11,Hungarian Grand Prix,-2538.537
-1 days +23:18:41.471000,29.7,26.0,980.5,False,50.6,138,2.0,11,Hungarian Grand Prix,-2478.529
-1 days +23:19:41.478000,29.8,25.3,980.4,False,50.1,134,0.9,11,Hungarian Grand Prix,-2418.522
-1 days +23:20:41.478000,29.8,25.7,980.5,False,51.4,162,2.0,11,Hungarian Grand Prix,-2358.522
-1 days +23:21:41.503000,29.7,26.4,980.4,False,49.2,83,3.7,11,Hungarian Grand Prix,-2298.497
-1 days +23:22:41.513000,29.7,26.1,980.4,False,51.5,119,2.3,11,Hungarian Grand Prix,-2238.487
-1 days +23:23:41.528000,29.8,25.7,980.4,False,51.6,116,0.8,11,Hungarian Grand Prix,-2178.472
-1 days +23:24:41.513000,29.9,26.1,980.4,False,51.9,104,2.1,11,Hungarian Grand Prix,-2118.487
-1 days +23:25:41.542000,30.0,26.1,980.3,False,52.3,115,2.6,11,Hungarian Grand Prix,-2058.458
-1 days +23:26:41.556000,30.1,26.1,980.4,False,53.1,119,1.9,11,Hungarian Grand Prix,-1998.444
-1 days +23:27:41.558000,30.2,25.2,980.3,False,53.2,153,1.2,11,Hungarian Grand Prix,-1938.442
-1 days +23:28:41.572000,30.2,25.8,980.3,False,52.6,134,3.3,11,Hungarian Grand Prix,-1878.428
-1 days +23:29:41.572000,30.4,24.9,980.5,False,51.5,157,4.4,11,Hungarian Grand Prix,-1818.428
-1 days +23:30:41.575000,30.4,25.0,980.5,False,51.9,122,2.9,11,Hungarian Grand Prix,-1758.425
-1 days +23:31:41.584000,30.4,25.1,980.4,False,52.0,100,2.0,11,Hungarian Grand Prix,-1698.416
-1 days +23:32:41.588000,30.4,25.2,980.4,False,50.5,102,4.3,11,Hungarian Grand Prix,-1638.412
-1 days +23:33:41.588000,30.4,25.9,980.4,False,51.7,125,2.8,11,Hungarian Grand Prix,-1578.412
-1 days +23:34:41.594000,30.4,25.8,980.5,False,52.0,163,2.7,11,Hungarian Grand Prix,-1518.406
-1 days +23:35:41.591000,30.4,25.5,980.3,False,52.0,128,2.9,11,Hungarian Grand Prix,-1458.409
-1 days +23:36:41.603000,30.4,25.6,980.3,False,52.4,144,2.8,11,Hungarian Grand Prix,-1398.397
-1 days +23:37:41.602000,30.5,25.4,980.2,False,52.0,129,2.1,11,Hungarian Grand Prix,-1338.398
-1 days +23:38:41.579000,30.3,25.2,980.3,False,52.5,109,3.7,11,Hungarian Grand Prix,-1278.421
-1 days +23:39:41.594000,30.2,25.2,980.2,False,52.6,114,2.7,11,Hungarian Grand Prix,-1218.406
-1 days +23:40:41.600000,30.2,25.0,980.2,False,52.0,107,2.8,11,Hungarian Grand Prix,-1158.4
-1 days +23:41:41.600000,30.2,25.3,980.2,False,51.1,136,2.4,11,Hungarian Grand Prix,-1098.4
-1 days +23:42:41.591000,30.2,25.8,980.2,False,44.2,100,2.0,11,Hungarian Grand Prix,-1038.409
-1 days +23:43:41.591000,30.2,25.6,980.1,False,52.1,140,2.4,11,Hungarian Grand Prix,-978.409
-1 days +23:44:41.602000,30.2,25.6,980.2,False,52.1,143,0.5,11,Hungarian Grand Prix,-918.398
-1 days +23:45:41.608000,30.2,25.7,980.3,False,51.8,83,2.4,11,Hungarian Grand Prix,-858.392
-1 days +23:46:41.603000,30.4,26.0,980.3,False,52.7,132,3.0,11,Hungarian Grand Prix,-798.397
-1 days +23:47:41.591000,30.7,25.0,980.4,False,52.6,152,2.5,11,Hungarian Grand Prix,-738.409
-1 days +23:48:41.603000,30.7,24.5,980.2,False,51.2,97,2.7,11,Hungarian Grand Prix,-678.397
-1 days +23:49:41.602000,30.7,25.1,980.2,False,52.5,161,2.4,11,Hungarian Grand Prix,-618.398
-1 days +23:50:41.603000,30.8,24.8,980.3,False,51.0,180,4.1,11,Hungarian Grand Prix,-558.397
-1 days +23:51:41.606000,30.7,24.5,980.4,False,50.7,206,1.7,11,Hungarian Grand Prix,-498.394
-1 days +23:52:41.603000,29.8,24.5,980.4,False,50.7,206,1.7,11,Hungarian Grand Prix,-438.397
-1 days +23:53:41.602000,30.3,25.3,980.3,False,52.2,105,1.7,11,Hungarian Grand Prix,-378.398
-1 days +23:54:41.614000,30.2,25.6,980.4,False,52.5,124,1.2,11,Hungarian Grand Prix,-318.386
-1 days +23:55:41.614000,30.2,25.0,980.3,False,50.8,105,2.8,11,Hungarian Grand Prix,-258.386
-1 days +23:56:41.614000,30.2,25.1,980.2,False,51.2,70,1.4,11,Hungarian Grand Prix,-198.386
-1 days +23:57:41.628000,30.3,26.0,980.2,False,52.3,97,1.1,11,Hungarian Grand Prix,-138.372
-1 days +23:58:41.634000,30.4,25.6,980.2,False,51.3,109,3.5,11,Hungarian Grand Prix,-78.366
-1 days +23:59:41.652000,30.4,25.3,980.2,False,52.5,113,1.6,11,Hungarian Grand Prix,-18.348
0 days 00:00:41.665000,30.3,25.1,980.2,False,51.5,155,1.1,11,Hungarian Grand Prix,41.665
0 days 00:01:41.666000,30.2,25.8,980.1,False,52.1,104,2.7,11,Hungarian Grand Prix,101.666
0 days 00:02:41.657000,30.4,25.6,980.2,False,52.0,108,2.7,11,Hungarian Grand Prix,161.657
0 days 00:03:41.658000,30.4,25.2,980.2,False,52.8,118,4.7,11,Hungarian Grand Prix,221.658
0 days 00:04:41.662000,30.4,25.0,980.1,False,51.4,107,4.7,11,Hungarian Grand Prix,281.662
0 days 00:05:41.677000,31.0,25.0,980.1,False,51.4,107,4.7,11,Hungarian Grand Prix,341.677
0 days 00:06:41.700000,30.4,25.9,980.2,False,52.1,125,2.4,11,Hungarian Grand Prix,401.7
0 days 00:07:41.702000,30.5,25.9,980.1,False,53.1,131,3.2,11,Hungarian Grand Prix,461.702
0 days 00:08:41.717999999,30.5,25.4,980.1,False,52.7,120,2.0,11,Hungarian Grand Prix,521.717999999
0 days 00:09:41.730000,30.6,25.5,980.1,False,52.9,139,3.2,11,Hungarian Grand Prix,581.73
0 days 00:10:41.743000,30.6,25.2,980.0,False,52.7,120,2.2,11,Hungarian Grand Prix,641.743
0 days 00:11:41.743000,30.6,25.2,980.1,False,52.3,145,4.3,11,Hungarian Grand Prix,701.743
0 days 00:12:41.741000,30.7,25.0,980.2,False,51.0,93,2.3,11,Hungarian Grand Prix,761.741
0 days 00:13:41.743000,30.7,25.1,980.1,False,51.7,130,1.7,11,Hungarian Grand Prix,821.743
0 days 00:14:41.743000,30.7,25.2,980.0,False,51.7,128,0.8,11,Hungarian Grand Prix,881.743
0 days 00:15:41.751000,30.7,25.5,980.0,False,52.8,134,2.0,11,Hungarian Grand Prix,941.751
0 days 00:16:41.755000,30.7,25.7,980.1,False,51.0,134,3.0,11,Hungarian Grand Prix,1001.755
0 days 00:17:41.805000,30.8,25.2,980.1,False,51.4,175,3.0,11,Hungarian Grand Prix,1061.805
0 days 00:18:41.834000,30.7,25.7,980.0,False,51.1,128,3.1,11,Hungarian Grand Prix,1121.834
0 days 00:19:41.853000,30.8,25.9,980.0,False,50.5,58,0.5,11,Hungarian Grand Prix,1181.853
0 days 00:20:41.883000,30.9,26.3,980.1,False,52.4,153,2.4,11,Hungarian Grand Prix,1241.883
0 days 00:21:41.882000,30.9,25.4,980.0,False,51.0,153,2.8,11,Hungarian Grand Prix,1301.882
0 days 00:22:41.883000,30.8,25.6,980.1,False,51.6,79,1.4,11,Hungarian Grand Prix,1361.883
0 days 00:23:41.883000,30.8,25.8,980.0,False,52.5,123,1.3,11,Hungarian Grand Prix,1421.883
0 days 00:24:41.902000,30.9,25.4,980.0,False,51.4,101,1.4,11,Hungarian Grand Prix,1481.902
0 days 00:25:41.930000,30.9,25.8,980.0,False,52.9,121,0.6,11,Hungarian Grand Prix,1541.93
0 days 00:26:41.932000,31.0,24.8,980.1,False,52.3,195,2.2,11,Hungarian Grand Prix,1601.932
0 days 00:27:41.937000,31.1,25.1,980.0,False,52.3,147,3.0,11,Hungarian Grand Prix,1661.937
0 days 00:28:41.925000,31.1,25.1,980.0,False,52.3,147,3.0,11,Hungarian Grand Prix,1721.925
0 days 00:29:41.935000,31.3,24.6,979.9,False,51.6,108,1.8,11,Hungarian Grand Prix,1781.935
0 days 00:30:41.933000,31.5,24.6,979.9,False,51.6,108,1.8,11,Hungarian Grand Prix,1841.933
0 days 00:31:41.933000,31.1,24.7,980.0,False,52.4,151,1.1,11,Hungarian Grand Prix,1901.933
0 days 00:32:41.935000,30.9,24.7,980.0,False,52.4,151,1.1,11,Hungarian Grand Prix,1961.935
0 days 00:33:41.936000,31.1,25.1,980.0,False,52.1,156,3.5,11,Hungarian Grand Prix,2021.936
0 days 00:34:41.946000,30.8,25.1,980.0,False,52.1,156,3.5,11,Hungarian Grand Prix,2081.946
0 days 00:35:41.949000,31.3,25.7,980.0,False,51.9,156,3.3,11,Hungarian Grand Prix,2141.949
0 days 00:36:41.936000,31.1,25.7,980.0,False,51.9,156,3.3,11,Hungarian Grand Prix,2201.936
0 days 00:37:41.959000,31.3,25.5,980.0,False,49.6,115,2.3,11,Hungarian Grand Prix,2261.959
0 days 00:38:41.978000,31.0,25.9,980.0,False,49.8,111,1.6,11,Hungarian Grand Prix,2321.978
0 days 00:39:41.987000,31.0,26.1,980.0,False,50.7,115,1.7,11,Hungarian Grand Prix,2381.987
0 days 00:40:41.980000,30.9,26.1,979.9,False,50.7,94,2.5,11,Hungarian Grand Prix,2441.98
0 days 00:41:41.987000,30.7,25.9,980.0,False,50.6,107,3.1,11,Hungarian Grand Prix,2501.987
0 days 00:42:42.012000,30.8,26.2,979.9,False,51.3,132,3.3,11,Hungarian Grand Prix,2562.012
0 days 00:43:42.008000,30.9,25.6,979.7,False,50.0,109,3.7,11,Hungarian Grand Prix,2622.008
0 days 00:44:42.029000,31.0,25.6,979.9,False,50.5,106,2.0,11,Hungarian Grand Prix,2682.029
0 days 00:45:42.036000,31.1,25.8,979.9,False,51.2,130,3.5,11,Hungarian Grand Prix,2742.036
0 days 00:46:42.016000,31.1,25.4,979.9,False,50.3,116,1.8,11,Hungarian Grand Prix,2802.016
0 days 00:47:42.041000,31.5,25.4,979.9,False,50.3,116,1.8,11,Hungarian Grand Prix,2862.041
0 days 00:48:42.055000,31.0,25.9,979.8,False,51.1,148,1.3,11,Hungarian Grand Prix,2922.055
0 days 00:49:42.069000,31.2,25.2,979.9,False,51.1,128,0.6,11,Hungarian Grand Prix,2982.069
0 days 00:50:42.071000,31.3,25.4,979.8,False,49.1,166,4.6,11,Hungarian Grand Prix,3042.071
0 days 00:51:42.070000,31.1,25.4,979.9,False,49.2,128,1.8,11,Hungarian Grand Prix,3102.07
0 days 00:52:42.082000,31.0,25.4,980.0,False,48.5,118,0.9,11,Hungarian Grand Prix,3162.082
0 days 00:53:42.114000,31.1,25.9,979.9,False,48.7,76,4.1,11,Hungarian Grand Prix,3222.114
0 days 00:54:42.120000,30.4,25.9,979.9,False,48.7,76,4.1,11,Hungarian Grand Prix,3282.12
0 days 00:55:42.117000,31.0,26.0,979.9,False,50.3,158,2.4,11,Hungarian Grand Prix,3342.117
0 days 00:56:42.155000,31.3,25.8,979.7,False,49.7,115,1.7,11,Hungarian Grand Prix,3402.155
0 days 00:57:42.157000,31.0,25.8,979.8,False,49.8,73,1.5,11,Hungarian Grand Prix,3462.157
0 days 00:58:42.159000,31.0,25.6,979.8,False,50.9,161,3.1,11,Hungarian Grand Prix,3522.159
0 days 01:00:42.160000,31.0,25.7,979.8,False,49.3,140,2.8,11,Hungarian Grand Prix,3642.16
0 days 01:01:42.165000,31.0,26.0,979.7,False,49.7,122,2.0,11,Hungarian Grand Prix,3702.165
0 days 01:02:42.156000,31.0,26.0,979.8,False,49.6,124,2.2,11,Hungarian Grand Prix,3762.156
0 days 01:03:42.158000,31.0,26.1,979.8,False,49.9,129,1.9,11,Hungarian Grand Prix,3822.158
0 days 01:04:42.169000,31.4,26.1,979.8,False,49.9,129,1.9,11,Hungarian Grand Prix,3882.169
0 days 01:05:42.164000,31.1,26.0,979.8,False,50.3,173,2.1,11,Hungarian Grand Prix,3942.164
0 days 01:06:42.173000,31.0,25.5,979.8,False,50.5,109,1.2,11,Hungarian Grand Prix,4002.173
0 days 01:07:42.190000,31.0,25.0,979.8,False,50.5,118,0.5,11,Hungarian Grand Prix,4062.19
0 days 01:08:42.218000,31.1,24.7,979.7,False,50.4,159,1.0,11,Hungarian Grand Prix,4122.218
0 days 01:09:42.212999999,31.1,25.5,979.6,False,50.8,158,2.0,11,Hungarian Grand Prix,4182.212999999
0 days 01:10:42.212999999,31.2,24.8,979.7,False,50.4,123,1.8,11,Hungarian Grand Prix,4242.212999999
0 days 01:11:42.212999999,31.2,25.1,979.7,False,50.5,166,3.2,11,Hungarian Grand Prix,4302.212999999
0 days 01:12:42.225999999,31.3,25.1,979.7,False,48.4,132,1.6,11,Hungarian Grand Prix,4362.225999999
0 days 01:13:42.226000,31.3,25.5,979.7,False,47.8,92,2.5,11,Hungarian Grand Prix,4422.226
0 days 01:14:42.265000,31.3,25.7,979.6,False,49.4,132,2.2,11,Hungarian Grand Prix,4482.265
0 days 01:15:42.258000,31.4,25.8,979.5,False,49.0,102,3.1,11,Hungarian Grand Prix,4542.258
0 days 01:16:42.262000,31.3,25.2,979.5,False,49.4,136,2.7,11,Hungarian Grand Prix,4602.262
0 days 01:17:42.254000,31.6,25.2,979.5,False,49.4,136,2.7,11,Hungarian Grand Prix,4662.254
0 days 01:18:42.268000,31.4,25.2,979.5,False,48.4,142,1.3,11,Hungarian Grand Prix,4722.268
0 days 01:19:42.268000,31.3,25.6,979.5,False,47.2,106,3.3,11,Hungarian Grand Prix,4782.268
0 days 01:20:42.283000,31.2,25.9,979.5,False,47.5,124,4.3,11,Hungarian Grand Prix,4842.283
0 days 01:21:42.287000,31.2,26.0,979.5,False,48.7,123,2.7,11,Hungarian Grand Prix,4902.287
0 days 01:22:42.302000,31.3,26.0,979.5,False,48.7,123,2.7,11,Hungarian Grand Prix,4962.302
0 days 01:23:42.314000,31.4,25.6,979.6,False,47.0,133,2.9,11,Hungarian Grand Prix,5022.314
0 days 01:24:42.339000,31.3,25.5,979.6,False,46.6,108,0.8,11,Hungarian Grand Prix,5082.339
0 days 01:25:42.338000,31.1,26.1,979.6,False,46.6,103,2.5,11,Hungarian Grand Prix,5142.338
0 days 01:26:42.354000,31.1,26.5,979.5,False,47.8,77,1.8,11,Hungarian Grand Prix,5202.354
0 days 01:27:42.357000,31.1,26.3,979.5,False,48.0,150,3.9,11,Hungarian Grand Prix,5262.357
0 days 01:28:42.351000,31.1,26.2,979.6,False,48.3,145,2.5,11,Hungarian Grand Prix,5322.351
0 days 01:29:42.353000,31.1,25.7,979.5,False,48.2,85,1.5,11,Hungarian Grand Prix,5382.353
0 days 01:30:42.368000,31.1,26.2,979.6,False,48.5,180,2.1,11,Hungarian Grand Prix,5442.368
0 days 01:31:42.398000,31.1,26.1,979.5,False,48.6,171,2.4,11,Hungarian Grand Prix,5502.398
0 days 01:32:42.409000,31.2,26.4,979.5,False,48.5,108,1.1,11,Hungarian Grand Prix,5562.409
0 days 01:33:42.399000,31.3,26.3,979.4,False,49.3,153,0.9,11,Hungarian Grand Prix,5622.399
0 days 01:34:42.394000,31.3,25.9,979.4,False,49.3,114,1.6,11,Hungarian Grand Prix,5682.394
0 days 01:35:42.395000,31.3,26.2,979.4,False,48.1,144,1.5,11,Hungarian Grand Prix,5742.395
0 days 01:36:42.400000,31.4,26.0,979.4,False,49.2,155,3.0,11,Hungarian Grand Prix,5802.4
0 days 01:37:42.416000,31.5,26.0,979.4,False,49.1,113,1.8,11,Hungarian Grand Prix,5862.416
0 days 01:38:42.439000,31.6,25.6,979.4,False,48.5,153,2.7,11,Hungarian Grand Prix,5922.439
